,0,1,2,3,4
8,0.06846688687801361,0.029657091945409775,-0.0500791110098362,-0.015639569610357285,-0.3209674060344696
9,0.009921666234731674,0.023189231753349304,-0.04919133707880974,-0.030354637652635574,0.3198689818382263
10,-0.06754569709300995,0.023047490045428276,-0.06334338337182999,-0.018598848953843117,0.30885639786720276
11,0.08471065759658813,0.02273179590702057,0.6460940837860107,-0.023230746388435364,-0.3372889459133148
12,0.005386192351579666,0.030390039086341858,-0.029240665957331657,-0.01793411374092102,-0.4032008647918701
0,-0.001662436407059431,-0.1081375703215599,-0.01919301599264145,-0.027446769177913666,0.11738315224647522
1,0.01678367704153061,0.033450864255428314,-0.01988052763044834,-0.031548142433166504,-0.1899465173482895
2,-0.02566094696521759,0.03223931044340134,-0.024045687168836594,-0.03350573778152466,0.14647874236106873
3,-0.011753790080547333,0.03533472865819931,-0.019818337634205818,0.09668287634849548,-0.18460865318775177
4,-0.02364455536007881,0.028221867978572845,-0.01972980424761772,-0.02483571134507656,0.1273205280303955
5,0.011745458468794823,-0.1058100238442421,-0.02027314342558384,0.09651612490415573,0.12099796533584595
6,0.007045499514788389,-0.10442430526018143,0.11055206507444382,0.09295691549777985,-0.18462678790092468
7,3.604943412938155e-05,0.030139338225126266,-0.017975956201553345,-0.02719305455684662,-0.18706122040748596
8,-0.023792076855897903,0.038889940828084946,0.1079694852232933,-0.028309883549809456,-0.20372961461544037
9,0.018905414268374443,0.028117986395955086,-0.017127206549048424,-0.02227005921304226,0.1045132651925087
10,-0.010504100471735,0.025952178984880447,-0.021268339827656746,-0.027856409549713135,0.11641856282949448
11,0.02168221026659012,0.02892458625137806,-0.019549818709492683,-0.022954849526286125,0.1253896951675415
12,0.009166395291686058,0.027577603235840797,-0.01709258370101452,-0.025365402922034264,0.12252892553806305
