feature,feature_importance_vals
SYF2,2.46E-05
GLIPR1,2.45E-05
HDAC10,2.45E-05
USP18,2.45E-05
ICAM3,2.44E-05
C1QA,2.44E-05
CD5,2.44E-05
STX7,2.44E-05
PDGFRA,2.44E-05
C2CD3,2.43E-05
KDM4A,2.43E-05
UTP18,2.43E-05
FBXO32,2.43E-05
OSBP,2.43E-05
RNF4,2.43E-05
MX1,2.42E-05
CXCL9,2.42E-05
PTK2,2.42E-05
PUS7,2.42E-05
EGR2,2.42E-05
ELMO2,2.41E-05
SIRT3,2.41E-05
HIRA,2.41E-05
KSR1,2.41E-05
DNA2,2.40E-05
RPP38,2.40E-05
SNRNP200,2.40E-05
STX6,2.40E-05
PLXNA1,2.39E-05
CCT3,2.39E-05
COX7C,2.39E-05
PRPF40B,2.39E-05
KIT,2.39E-05
NPLOC4,2.39E-05
VAMP3,2.38E-05
EPAS1,2.38E-05
NSMCE4A,2.38E-05
VANGL2,2.38E-05
TRAF3,2.37E-05
FPR3,2.37E-05
BPGM,2.36E-05
SF3A1,2.36E-05
DGUOK,2.35E-05
GINS1,2.35E-05
NCKAP1,2.35E-05
THRA,2.34E-05
CD47,2.34E-05
PSMB7,2.34E-05
LAMP1,2.34E-05
ITGAL,2.33E-05
LIMK1,2.33E-05
SCP2,2.33E-05
FLNB,2.32E-05
IL11RA,2.32E-05
RNF213,2.32E-05
PEX11B,2.32E-05
ATP5J2,2.32E-05
TLR8,2.32E-05
EDN1,2.31E-05
MIB2,2.31E-05
HEXDC,2.31E-05
CD38,2.31E-05
ACSS1,2.31E-05
PIGH,2.31E-05
NOP56,2.31E-05
STRADB,2.31E-05
RFNG,2.30E-05
ACAA2,2.29E-05
PLXNB1,2.29E-05
PPP1R1B,2.29E-05
MYLK,2.28E-05
JUNB,2.28E-05
WIPI1,2.28E-05
RPP25,2.28E-05
THBS1,2.27E-05
CDK19,2.27E-05
MAN2B2,2.26E-05
SETD7,2.26E-05
PJA1,2.26E-05
APBB1IP,2.26E-05
MED13,2.25E-05
GADD45A,2.25E-05
PRMT1,2.25E-05
DPH1,2.25E-05
HOMER3,2.25E-05
MFAP4,2.24E-05
CAPN1,2.24E-05
CCND2,2.24E-05
MAPKAPK3,2.24E-05
PYGB,2.23E-05
GRB10,2.22E-05
CEP63,2.22E-05
MRPL24,2.21E-05
SNRNP27,2.21E-05
MFN1,2.20E-05
SYMPK,2.20E-05
CD55,2.20E-05
HIF1A,2.20E-05
SRP9,2.20E-05
PQBP1,2.20E-05
SNRPA,2.20E-05
KAT2B,2.19E-05
SRP54,2.19E-05
MTR,2.19E-05
NR3C2,2.19E-05
SRP19,2.19E-05
PIGF,2.19E-05
AP1G2,2.19E-05
SOX9,2.18E-05
KIF3A,2.18E-05
TRIB3,2.18E-05
GGT1,2.17E-05
CCL2,2.17E-05
RNF146,2.17E-05
SRRM1,2.17E-05
MED22,2.17E-05
ARNT,2.17E-05
TIMELESS,2.16E-05
BCL2L2-PABPN1,2.16E-05
MDM4,2.16E-05
PEX16,2.15E-05
CTSZ,2.15E-05
HSD17B10,2.15E-05
SIN3B,2.14E-05
EXOSC10,2.14E-05
PIP4K2C,2.14E-05
LAMTOR3,2.14E-05
C3AR1,2.14E-05
MRPS24,2.13E-05
MOV10,2.13E-05
MARS,2.13E-05
MRPS31,2.12E-05
GCHFR,2.12E-05
FUCA1,2.12E-05
MED19,2.12E-05
SMUG1,2.12E-05
PTTG1,2.11E-05
EGLN1,2.11E-05
PIGG,2.11E-05
PIAS2,2.10E-05
LIMS1,2.10E-05
PRDX6,2.10E-05
LAMC1,2.10E-05
RHOB,2.10E-05
CENPH,2.10E-05
FCER1G,2.09E-05
EEA1,2.09E-05
CUL4B,2.09E-05
FBXO25,2.09E-05
RNPS1,2.09E-05
MYO9B,2.09E-05
RBBP6,2.08E-05
EPHA2,2.08E-05
GRK6,2.08E-05
UBE2E2,2.08E-05
ME1,2.08E-05
TAF1B,2.08E-05
SRSF2,2.07E-05
FZD1,2.07E-05
MGST1,2.07E-05
HMG20B,2.07E-05
PAOX,2.07E-05
DDX58,2.07E-05
BMP2,2.06E-05
SLC39A8,2.06E-05
MRPL49,2.06E-05
FURIN,2.06E-05
APIP,2.06E-05
FLVCR1,2.06E-05
TAF1A,2.05E-05
ETS2,2.05E-05
LEF1,2.05E-05
KLC1,2.05E-05
PTPRF,2.05E-05
CENPK,2.05E-05
PDIA6,2.04E-05
TRAPPC6B,2.04E-05
SNRNP70,2.04E-05
F2R,2.03E-05
AP1S2,2.03E-05
PGAP1,2.03E-05
ADI1,2.03E-05
KIDINS220,2.03E-05
COX8A,2.03E-05
PGM1,2.02E-05
PRPF8,2.02E-05
NOS3,2.02E-05
ADSSL1,2.02E-05
PDK3,2.02E-05
DNAJB1,2.02E-05
HDAC5,2.02E-05
HERPUD1,2.01E-05
RBM22,2.01E-05
CENPP,2.01E-05
SOD1,2.01E-05
PKN3,2.01E-05
CLDN3,2.01E-05
EFNA4,2.01E-05
IL33,2.01E-05
SGMS2,2.00E-05
NTN4,1.99E-05
B3GAT3,1.99E-05
CTBP2,1.99E-05
PI4K2B,1.99E-05
NADSYN1,1.99E-05
SF3A2,1.99E-05
SMNDC1,1.99E-05
AHCY,1.98E-05
MED16,1.98E-05
NDUFS3,1.98E-05
ATP5S,1.98E-05
GPX2,1.98E-05
LIN52,1.98E-05
GPX8,1.98E-05
TEAD2,1.97E-05
BCL10,1.97E-05
NUDT12,1.96E-05
RND1,1.96E-05
RGL1,1.96E-05
PPM1A,1.96E-05
ATG14,1.96E-05
RANGAP1,1.96E-05
PRPF40A,1.95E-05
ALDOC,1.95E-05
UBE2A,1.95E-05
GARS,1.95E-05
GABARAPL1,1.94E-05
ALDH1A3,1.94E-05
NT5E,1.94E-05
PARD3,1.94E-05
UBE2Z,1.94E-05
SEMA3A,1.93E-05
CDH5,1.93E-05
ADK,1.93E-05
MTMR1,1.92E-05
RNF25,1.92E-05
GTF2F2,1.92E-05
IGF1R,1.92E-05
NUDT1,1.92E-05
NDUFA13,1.91E-05
ATG16L2,1.91E-05
ST6GALNAC1,1.91E-05
SRC,1.91E-05
ARHGEF18,1.91E-05
EIF2B2,1.90E-05
CD36,1.90E-05
C1D,1.90E-05
KDELR1,1.90E-05
DLL4,1.90E-05
RRM2B,1.90E-05
ST13,1.89E-05
TXNRD1,1.89E-05
SEMA7A,1.88E-05
SLC25A13,1.88E-05
ARV1,1.88E-05
DGAT1,1.88E-05
TPP2,1.88E-05
SRSF4,1.88E-05
LSP1,1.88E-05
SEC23IP,1.87E-05
RAD18,1.87E-05
HK2,1.87E-05
SPPL2B,1.87E-05
TDRKH,1.87E-05
GATAD2A,1.87E-05
E2F5,1.87E-05
YES1,1.87E-05
FKBP5,1.86E-05
SNRPA1,1.86E-05
ARHGAP30,1.86E-05
SOD2,1.86E-05
CLDN15,1.86E-05
IL2RA,1.86E-05
MECOM,1.86E-05
SMAD1,1.86E-05
CYC1,1.86E-05
SLC1A5,1.86E-05
SNAP23,1.86E-05
SLC44A3,1.85E-05
NMNAT3,1.85E-05
LPIN3,1.85E-05
GDI2,1.85E-05
GLA,1.85E-05
SKI,1.85E-05
LPIN1,1.85E-05
USP45,1.85E-05
PPIP5K1,1.85E-05
STX10,1.84E-05
XPA,1.84E-05
DUSP5,1.84E-05
MRPL16,1.84E-05
MPST,1.83E-05
MMP7,1.83E-05
THOC2,1.83E-05
BDKRB2,1.83E-05
AP4S1,1.82E-05
TBL3,1.82E-05
HLA-DQB1,1.82E-05
MCM4,1.82E-05
CHST7,1.82E-05
MYH9,1.82E-05
PRPF38A,1.82E-05
AXIN1,1.82E-05
XRN2,1.81E-05
PLAUR,1.81E-05
IRF5,1.81E-05
CHMP7,1.81E-05
RBL1,1.80E-05
CSF1R,1.80E-05
LAMTOR2,1.80E-05
NDUFA5,1.79E-05
B9D1,1.79E-05
MED24,1.79E-05
RBBP4,1.79E-05
RHEB,1.79E-05
USP39,1.79E-05
PTPN2,1.79E-05
NUP153,1.79E-05
VWF,1.78E-05
U2AF2,1.78E-05
CSTF1,1.78E-05
ITPKC,1.78E-05
HNRNPU,1.78E-05
LIF,1.77E-05
PIGL,1.77E-05
COX7A2L,1.77E-05
NDUFB5,1.77E-05
MED7,1.77E-05
AGA,1.76E-05
PFKP,1.76E-05
CDC14A,1.76E-05
NUDT5,1.76E-05
JUP,1.75E-05
DSE,1.75E-05
PSTPIP1,1.75E-05
BCL2A1,1.75E-05
CSNK2A1,1.75E-05
RARB,1.75E-05
MAML1,1.74E-05
MED1,1.74E-05
RPS6KA3,1.74E-05
MRPL32,1.74E-05
AP4M1,1.73E-05
CDK8,1.73E-05
NBL1,1.73E-05
PEX12,1.73E-05
ANTXR1,1.72E-05
NFYC,1.71E-05
RNF14,1.71E-05
ELOVL6,1.71E-05
DNASE2,1.71E-05
BGN,1.71E-05
COPS7B,1.70E-05
DPYD,1.70E-05
TIMM13,1.70E-05
MED20,1.70E-05
ST3GAL6,1.70E-05
NUDT2,1.70E-05
SPATA5,1.70E-05
LAP3,1.70E-05
HEY1,1.70E-05
TAF1C,1.69E-05
LPCAT4,1.69E-05
FZD3,1.68E-05
ROBO1,1.68E-05
INPP5E,1.68E-05
AUH,1.68E-05
POP4,1.68E-05
DOCK8,1.67E-05
CCR2,1.67E-05
PGF,1.67E-05
LUM,1.67E-05
PRPF38B,1.67E-05
CUL2,1.67E-05
PLAT,1.66E-05
DCLRE1C,1.66E-05
THOC7,1.66E-05
AGPAT4,1.66E-05
GBA,1.66E-05
DDX3X,1.66E-05
CACNA2D2,1.65E-05
C5,1.65E-05
IQGAP1,1.65E-05
SNAPC2,1.65E-05
EIF4E2,1.65E-05
LIN37,1.65E-05
TIMM8B,1.64E-05
CTSO,1.64E-05
LTBR,1.64E-05
SOCS2,1.64E-05
PLA2G4F,1.63E-05
SNRPN,1.63E-05
CROT,1.63E-05
CSF1,1.63E-05
GINS3,1.63E-05
STRAP,1.63E-05
FZD6,1.63E-05
GDI1,1.63E-05
TMEM55A,1.62E-05
ZBTB8OS,1.62E-05
AGPAT2,1.62E-05
CCR1,1.62E-05
SEMA6A,1.61E-05
SNAPC5,1.61E-05
SDHC,1.61E-05
AMPD2,1.61E-05
MCM7,1.60E-05
GPX3,1.60E-05
FBXW5,1.60E-05
SP3,1.60E-05
SEC31A,1.59E-05
BLOC1S1,1.59E-05
MTRF1L,1.59E-05
UTP6,1.59E-05
PIGA,1.58E-05
ANAPC13,1.58E-05
PDCD6IP,1.58E-05
ARNTL,1.58E-05
TEK,1.58E-05
NMD3,1.58E-05
GTF2H5,1.58E-05
ISY1-RAB43,1.57E-05
ATG16L1,1.57E-05
JMJD1C,1.57E-05
SLC2A6,1.57E-05
IL6ST,1.57E-05
TBC1D8B,1.57E-05
ATG4A,1.57E-05
CDS1,1.57E-05
MCCC2,1.56E-05
GSTO2,1.56E-05
CPD,1.56E-05
ARAP3,1.56E-05
SGPP1,1.56E-05
VAPA,1.56E-05
FUT8,1.56E-05
TMED7-TICAM2,1.56E-05
EPRS,1.56E-05
ITCH,1.56E-05
TIMM10,1.56E-05
SLC39A10,1.56E-05
FBLIM1,1.55E-05
SLC44A2,1.55E-05
EZH2,1.55E-05
PABPC1L,1.55E-05
FAM13B,1.55E-05
SNRPD3,1.54E-05
EZR,1.54E-05
KHSRP,1.54E-05
COPS3,1.54E-05
ATG13,1.53E-05
ST6GALNAC4,1.53E-05
PRPS1,1.53E-05
UBE2B,1.53E-05
NANP,1.53E-05
RNF125,1.53E-05
AATF,1.53E-05
CABIN1,1.53E-05
AP4B1,1.53E-05
TIMM8A,1.52E-05
FGD4,1.52E-05
SMAD6,1.52E-05
HOMER2,1.52E-05
TNRC6A,1.52E-05
LOXL2,1.52E-05
MAML2,1.52E-05
DNM3,1.52E-05
HGSNAT,1.52E-05
MGST2,1.51E-05
LBR,1.51E-05
CYFIP1,1.51E-05
PLA2G16,1.51E-05
AP1G1,1.51E-05
N6AMT1,1.50E-05
SPPL2A,1.50E-05
GSTM2,1.50E-05
NFATC4,1.50E-05
PARP3,1.50E-05
NEU3,1.50E-05
ARHGEF19,1.50E-05
CD34,1.50E-05
TAF6L,1.49E-05
ZNF274,1.49E-05
UBE3C,1.49E-05
LIG4,1.49E-05
SUGT1,1.49E-05
TXN2,1.49E-05
PRPF18,1.48E-05
ORMDL3,1.48E-05
SH3BP2,1.48E-05
SPRY1,1.48E-05
MMP11,1.47E-05
RAPGEF4,1.47E-05
ADAMTS2,1.47E-05
SNX9,1.47E-05
ADORA2B,1.47E-05
PXMP2,1.46E-05
SNX2,1.46E-05
PLCD1,1.46E-05
DPH2,1.46E-05
ST6GAL1,1.46E-05
PIGW,1.46E-05
TRA2B,1.46E-05
GABARAP,1.45E-05
CEACAM1,1.45E-05
SLC39A3,1.45E-05
GFM2,1.45E-05
PKN2,1.45E-05
LAMB1,1.45E-05
TOMM40,1.45E-05
U2AF1,1.45E-05
COX6A1,1.45E-05
SLC39A14,1.45E-05
TSEN2,1.45E-05
ARHGEF7,1.44E-05
PIGC,1.44E-05
ARHGDIA,1.44E-05
RTF1,1.44E-05
SLC35A1,1.44E-05
KIF21A,1.44E-05
DAPK3,1.44E-05
ACOT2,1.44E-05
AMDHD2,1.44E-05
GTF2I,1.44E-05
PGLS,1.43E-05
SLC27A2,1.43E-05
SRSF9,1.43E-05
TLR6,1.43E-05
PFN2,1.43E-05
COX6C,1.43E-05
KCNQ5,1.43E-05
FRAT2,1.43E-05
DSC2,1.42E-05
LOX,1.42E-05
AHI1,1.42E-05
PIGK,1.42E-05
PPP4R2,1.42E-05
BCKDHA,1.42E-05
PRDM4,1.42E-05
APC,1.42E-05
PAK1,1.41E-05
ATF6,1.41E-05
POLR1A,1.41E-05
PIGQ,1.41E-05
ITGAE,1.41E-05
ARHGAP17,1.41E-05
PRKCB,1.40E-05
DHX36,1.40E-05
SEMA3B,1.40E-05
SH3KBP1,1.40E-05
CARD11,1.40E-05
B4GALT7,1.40E-05
ADAR,1.39E-05
ATG4B,1.39E-05
REL,1.39E-05
TAF8,1.39E-05
CFI,1.39E-05
FOSB,1.39E-05
RAB4A,1.39E-05
RPS6KA5,1.39E-05
GTF2E2,1.38E-05
PLD3,1.38E-05
PICALM,1.38E-05
CHMP2A,1.38E-05
SPTLC3,1.38E-05
KIF1B,1.37E-05
DNMT3A,1.37E-05
HIST1H2AG,1.37E-05
CCT6A,1.36E-05
PPIL1,1.36E-05
CAP1,1.36E-05
PWP2,1.36E-05
TSEN15,1.36E-05
HES1,1.36E-05
GSTO1,1.35E-05
IL4R,1.35E-05
PRICKLE1,1.35E-05
MS4A1,1.35E-05
GSTA4,1.35E-05
TRAPPC9,1.35E-05
NXT2,1.34E-05
WSB1,1.34E-05
CNKSR1,1.34E-05
TAX1BP3,1.34E-05
SESN1,1.34E-05
TIMM17A,1.34E-05
FBLN5,1.33E-05
FERMT2,1.33E-05
TOP1,1.33E-05
SH3RF1,1.33E-05
PDGFD,1.33E-05
CLDN18,1.33E-05
MASP2,1.32E-05
LTBP3,1.32E-05
GSK3B,1.32E-05
ESD,1.32E-05
GUSB,1.31E-05
TXNIP,1.31E-05
FBXW2,1.31E-05
C1S,1.31E-05
SCMH1,1.31E-05
DSG2,1.31E-05
APRT,1.31E-05
TIRAP,1.31E-05
SLC25A4,1.30E-05
RNF6,1.30E-05
METTL3,1.30E-05
ST3GAL5,1.29E-05
PRPF31,1.29E-05
PXN,1.29E-05
EMILIN2,1.29E-05
MED26,1.29E-05
KDELR2,1.29E-05
PUF60,1.29E-05
ITGB8,1.29E-05
MAN2C1,1.29E-05
IVD,1.29E-05
PRKD1,1.28E-05
MCM8,1.28E-05
ECT2,1.28E-05
IMPDH2,1.28E-05
TBPL1,1.28E-05
TP53BP1,1.27E-05
ROBO2,1.27E-05
NDUFA10,1.27E-05
GCLM,1.27E-05
SLC2A8,1.26E-05
SPTLC1,1.26E-05
CEBPA,1.26E-05
MAP3K5,1.26E-05
GPC6,1.26E-05
NRG4,1.26E-05
DBT,1.26E-05
ORMDL1,1.26E-05
CHSY1,1.25E-05
IMPDH1,1.25E-05
HMGB2,1.25E-05
DDB2,1.25E-05
SNRPB2,1.25E-05
ACSF3,1.25E-05
CSPG4,1.25E-05
UBTF,1.25E-05
GNA12,1.25E-05
EWSR1,1.25E-05
SGMS1,1.25E-05
RBBP7,1.24E-05
ORC2,1.24E-05
ZBTB16,1.24E-05
CD37,1.24E-05
PIGB,1.24E-05
EIF2B4,1.24E-05
TXNRD2,1.24E-05
FYB,1.23E-05
HDAC9,1.23E-05
CXCR6,1.23E-05
SBDS,1.23E-05
AKR1B1,1.23E-05
NDUFV1,1.23E-05
MRC2,1.23E-05
GK,1.23E-05
CDKN2C,1.23E-05
CHST14,1.22E-05
FBXO5,1.22E-05
LEO1,1.22E-05
CCT2,1.22E-05
RNF115,1.22E-05
ST3GAL4,1.22E-05
SLC27A3,1.22E-05
PCBP1,1.21E-05
HIP1R,1.21E-05
ADA,1.21E-05
PRPF4,1.21E-05
GALE,1.21E-05
PRMT5,1.21E-05
UBE2V2,1.21E-05
MBOAT1,1.21E-05
TFDP2,1.21E-05
PHC1,1.21E-05
LOXL1,1.21E-05
TNRC6B,1.21E-05
ACSM3,1.20E-05
PMPCA,1.20E-05
INPP5K,1.19E-05
SSX2IP,1.19E-05
UIMC1,1.19E-05
PPM1B,1.19E-05
TBC1D4,1.19E-05
PTPRJ,1.18E-05
ME2,1.18E-05
RNF138,1.18E-05
MRPL52,1.18E-05
TMED10,1.18E-05
ADAM15,1.18E-05
DECR2,1.17E-05
SNRPC,1.17E-05
UBA6,1.17E-05
NOD2,1.17E-05
ASAP3,1.17E-05
MCPH1,1.17E-05
AAAS,1.17E-05
PEX5,1.17E-05
CLDN20,1.16E-05
STX1A,1.16E-05
TRIT1,1.16E-05
DIDO1,1.16E-05
CLDN23,1.16E-05
POMP,1.16E-05
FLI1,1.16E-05
BCKDHB,1.15E-05
EGR3,1.15E-05
IRAK3,1.15E-05
SOD3,1.15E-05
PEX13,1.15E-05
USP10,1.15E-05
FGF14,1.15E-05
PER3,1.15E-05
SFTPC,1.15E-05
SLC7A5,1.15E-05
POLDIP3,1.14E-05
TBXAS1,1.14E-05
ATG3,1.14E-05
MCAT,1.14E-05
LAMP2,1.14E-05
IP6K2,1.14E-05
RAB13,1.13E-05
NT5C,1.13E-05
TNFRSF10D,1.13E-05
MAOA,1.13E-05
XDH,1.13E-05
UBOX5,1.13E-05
ABI1,1.12E-05
ALDOA,1.12E-05
KLC2,1.12E-05
PLXNC1,1.12E-05
STX16,1.12E-05
GFPT2,1.12E-05
RASSF5,1.11E-05
FLT1,1.11E-05
MMP15,1.11E-05
AKAP13,1.11E-05
CEP76,1.11E-05
MFAP3,1.11E-05
IRF2,1.11E-05
ARHGAP23,1.11E-05
PRKRA,1.11E-05
SH3D19,1.11E-05
HYAL1,1.11E-05
CXCL14,1.10E-05
SEMA5A,1.10E-05
NUDT15,1.10E-05
BIRC5,1.10E-05
DVL3,1.10E-05
SEC24A,1.10E-05
IPO8,1.10E-05
MRPL18,1.10E-05
FBLN2,1.10E-05
AGFG1,1.09E-05
FBLN1,1.09E-05
ARF6,1.09E-05
BID,1.09E-05
MED18,1.09E-05
MRAS,1.09E-05
CCL19,1.09E-05
FBXW9,1.08E-05
EML4,1.08E-05
COX4I1,1.08E-05
OSGEP,1.08E-05
SESN3,1.08E-05
HIST2H2BF,1.08E-05
FZD7,1.08E-05
AXL,1.08E-05
CC2D2A,1.08E-05
EIF4EBP1,1.07E-05
FKBP9,1.07E-05
GSTK1,1.07E-05
YIPF6,1.07E-05
SMPD2,1.07E-05
ATIC,1.07E-05
ARHGAP31,1.07E-05
CFTR,1.06E-05
CD84,1.06E-05
GSS,1.06E-05
NDUFA9,1.06E-05
ACVR2B,1.06E-05
MFN2,1.06E-05
UBE2G2,1.06E-05
DYNC1LI1,1.06E-05
SEMA4F,1.05E-05
PPIH,1.05E-05
JAG2,1.05E-05
HGS,1.05E-05
CERK,1.05E-05
EXT1,1.04E-05
FUS,1.04E-05
COL12A1,1.04E-05
H2AFY2,1.04E-05
AQP4,1.03E-05
RNPC3,1.03E-05
ARHGEF1,1.03E-05
KDM4B,1.03E-05
ARHGAP18,1.03E-05
LRRFIP1,1.03E-05
DSP,1.03E-05
PDCD7,1.02E-05
IL1R1,1.02E-05
KCNN4,1.02E-05
FBP1,1.02E-05
NAMPT,1.02E-05
UBE2W,1.02E-05
SSR4,1.01E-05
PTGS1,1.01E-05
BCAT1,1.01E-05
NCKAP1L,1.01E-05
ECH1,1.01E-05
KIFC2,1.01E-05
MAN2B1,1.01E-05
GART,1.01E-05
AKAP9,1.01E-05
ST6GALNAC6,1.00E-05
MED14,1.00E-05
LPIN2,1.00E-05
KIF26B,1.00E-05
WDR77,1.00E-05
PTBP1,1.00E-05
ASH2L,9.97E-06
TRIM32,9.94E-06
CPSF3,9.90E-06
MEF2C,9.89E-06
WBP11,9.89E-06
TEAD4,9.88E-06
SIPA1L3,9.87E-06
PIK3AP1,9.85E-06
MCM5,9.84E-06
TACC3,9.84E-06
LCLAT1,9.80E-06
COL6A3,9.79E-06
GPX4,9.77E-06
BMPR2,9.75E-06
TNFRSF10C,9.75E-06
UBE2J2,9.73E-06
NHP2,9.72E-06
AXIN2,9.71E-06
SGPL1,9.67E-06
SLC35C1,9.64E-06
ESYT1,9.64E-06
ZCRB1,9.64E-06
SOCS3,9.64E-06
MRPS28,9.63E-06
LHPP,9.60E-06
SEMA4C,9.59E-06
IL15,9.57E-06
NRF1,9.57E-06
COPS6,9.55E-06
TAZ,9.55E-06
TUBGCP6,9.54E-06
BLOC1S3,9.53E-06
BECN1,9.53E-06
GNPAT,9.53E-06
TAF1D,9.47E-06
MKNK1,9.46E-06
EPHA4,9.46E-06
IL2RB,9.42E-06
XPOT,9.42E-06
MRRF,9.41E-06
LEMD2,9.40E-06
COL16A1,9.40E-06
CENPJ,9.40E-06
SH2B1,9.40E-06
POP1,9.39E-06
SLC9A9,9.39E-06
LDLR,9.39E-06
SPSB1,9.36E-06
CORO1A,9.33E-06
MLLT3,9.32E-06
DCTN6,9.32E-06
HMGA1,9.32E-06
RAP1GAP,9.31E-06
ARHGEF11,9.31E-06
PJA2,9.29E-06
ST3GAL2,9.29E-06
GGCT,9.29E-06
SLC17A5,9.28E-06
SNAPIN,9.26E-06
CXADR,9.26E-06
EFEMP1,9.25E-06
PEBP1,9.24E-06
GTF2A2,9.23E-06
NECAP1,9.22E-06
VAMP5,9.22E-06
TRNT1,9.22E-06
SLC38A1,9.19E-06
NOD1,9.18E-06
TRMT1,9.18E-06
AASS,9.17E-06
MKNK2,9.17E-06
RAPGEF5,9.16E-06
ARAP2,9.15E-06
AMPD3,9.10E-06
FPR1,9.10E-06
FBXO6,9.10E-06
C4BPA,9.09E-06
SRSF11,9.09E-06
SHB,9.08E-06
SUGP1,9.08E-06
SSU72,9.06E-06
TIPIN,9.05E-06
TXNL4A,9.03E-06
SLC36A1,9.03E-06
SEC22A,9.03E-06
TLR2,9.02E-06
MED29,9.01E-06
AP4E1,9.00E-06
PDE4B,8.97E-06
UCHL5,8.96E-06
PTPN3,8.96E-06
NANS,8.95E-06
BMPR1A,8.94E-06
DGAT2,8.90E-06
MMP12,8.88E-06
CDC73,8.87E-06
ATG9A,8.87E-06
DIAPH1,8.86E-06
MEN1,8.84E-06
KDM1B,8.83E-06
CSGALNACT1,8.83E-06
UQCRH,8.83E-06
ATG10,8.83E-06
VDAC1,8.82E-06
RCAN2,8.79E-06
TRIM4,8.79E-06
ABCD3,8.79E-06
SPCS2,8.75E-06
CLEC7A,8.72E-06
PPP4C,8.70E-06
PEX1,8.63E-06
ABR,8.62E-06
PTK6,8.62E-06
CHN1,8.61E-06
DTNBP1,8.59E-06
PFN1,8.59E-06
UBE2H,8.55E-06
M6PR,8.55E-06
ATG5,8.50E-06
UBR4,8.49E-06
CEP70,8.49E-06
AMBRA1,8.48E-06
SERP1,8.46E-06
ARSG,8.45E-06
ADAMTS9,8.44E-06
ZNRF2,8.44E-06
MLLT1,8.42E-06
RNF7,8.38E-06
TFDP1,8.37E-06
SIAH2,8.36E-06
RRAS2,8.34E-06
LTBP4,8.32E-06
SGK1,8.29E-06
CPSF2,8.27E-06
CRTAP,8.27E-06
U2SURP,8.25E-06
SMPD1,8.24E-06
CLP1,8.22E-06
UBE4A,8.21E-06
ECI1,8.19E-06
PIM1,8.19E-06
DDX21,8.18E-06
CAPN8,8.17E-06
MCM2,8.16E-06
AGPS,8.15E-06
UBE2Q1,8.15E-06
DDX5,8.13E-06
MLH1,8.10E-06
SLC39A6,8.08E-06
SCNN1A,8.06E-06
BRWD1,8.05E-06
JAM3,8.05E-06
MED21,7.99E-06
CBX3,7.98E-06
TUBG1,7.97E-06
WASL,7.92E-06
PELI1,7.92E-06
ARHGAP19,7.88E-06
SLC39A4,7.88E-06
TXNDC5,7.87E-06
PIGN,7.86E-06
H1F0,7.85E-06
UBR1,7.84E-06
ZC3H11A,7.83E-06
MLF1,7.82E-06
ELK4,7.82E-06
SSR2,7.82E-06
SAE1,7.81E-06
BAP1,7.80E-06
TRIM41,7.80E-06
FZD5,7.79E-06
DTX3L,7.79E-06
DDX6,7.77E-06
RNF34,7.77E-06
CYFIP2,7.76E-06
KDM5C,7.75E-06
SKIV2L2,7.74E-06
GAA,7.72E-06
PGAM1,7.70E-06
ACAD8,7.69E-06
PIGO,7.69E-06
TFIP11,7.68E-06
CHAC2,7.68E-06
EED,7.68E-06
CEACAM6,7.67E-06
THOC6,7.66E-06
TOLLIP,7.66E-06
MAP2K5,7.66E-06
GAPDHS,7.65E-06
ZRSR2,7.62E-06
GSTM4,7.58E-06
EI24,7.57E-06
MYO9A,7.57E-06
CFLAR,7.55E-06
BMF,7.50E-06
ACVR2A,7.50E-06
HIBADH,7.50E-06
RGPD8,7.49E-06
ARHGAP6,7.48E-06
MED31,7.46E-06
MERTK,7.44E-06
CAP2,7.44E-06
PRF1,7.42E-06
SEMA4B,7.42E-06
NSUN2,7.41E-06
GTF2B,7.41E-06
PEX7,7.40E-06
PARVG,7.40E-06
FUCA2,7.36E-06
PHKA1,7.35E-06
CENPT,7.32E-06
GSTP1,7.31E-06
FBXO4,7.26E-06
ACVR1B,7.25E-06
LMNA,7.25E-06
ANPEP,7.24E-06
NDUFA4L2,7.22E-06
BPNT1,7.22E-06
MAF,7.19E-06
BCL9L,7.19E-06
MGLL,7.19E-06
GMIP,7.17E-06
PIM2,7.14E-06
INO80E,7.13E-06
GINS2,7.12E-06
MMP1,7.11E-06
NSMAF,7.10E-06
SGPP2,7.08E-06
RNF126,7.07E-06
ACVR1,7.06E-06
SLC27A1,7.06E-06
LONP2,7.05E-06
TRAF7,7.04E-06
NMNAT1,7.03E-06
SEMA3F,7.03E-06
KPNB1,7.02E-06
TRA2A,7.02E-06
ACTR5,7.02E-06
MAGI1,7.02E-06
SNRNP35,6.99E-06
ZBTB17,6.99E-06
ETV1,6.98E-06
ID2,6.97E-06
NNT,6.97E-06
CSK,6.91E-06
MCCC1,6.87E-06
MFAP2,6.86E-06
CASK,6.86E-06
MED23,6.86E-06
SESN2,6.85E-06
GNS,6.84E-06
RLIM,6.82E-06
VDR,6.81E-06
CENPF,6.81E-06
ADRB2,6.78E-06
SFRP2,6.78E-06
PPRC1,6.75E-06
RNF144B,6.75E-06
STIM1,6.72E-06
CEBPD,6.72E-06
FAM13A,6.72E-06
EPHB4,6.69E-06
RNF114,6.69E-06
ATG4C,6.68E-06
CBX5,6.62E-06
SKAP1,6.61E-06
SLC27A4,6.60E-06
TATDN2,6.60E-06
MYO1C,6.59E-06
