feature,feature_importance_vals
SCRN2,0
SALL2,0
SEL1L3,0
SAMD4B,0
SAMD4A,0
SAMD1,0
SCML1,0
SCPEP1,0
SAMD5,0
SAMD8,0
SAMD9,0
SAMD9L,0
SAFB,0
RYR2,0
SCN7A,0
SCN9A,0
SCGB3A2,0
SCLT1,0
SAAL1,0
SDCBP,0
SECISBP2L,0
SEC14L2,0
SCARNA12,0
SCARNA10,0
SCARF1,0
SCARB2,0
SCARA3,0
SCAPER,0
SCAND1,0
SCAMP5,0
SCAMP4,0
SDHAF2,0
SDHAP1,0
SDHAP2,0
SCAMP3,0
SDHAP3,0
SCAMP2,0
SCAMP1,0
SDPR,0
SCARNA17,0
SCARNA2,0
SCARNA21,0
SDF2,0
SDC4,0
SDC3,0
SCARNA9,0
SCARNA7,0
SDCCAG3,0
SDCCAG8,0
SDC2,0
SDF2L1,0
SCARNA5,0
SDC1,0
SDF4,0
SDHAF1,0
SDAD1,0
SCYL3,0
SCYL2,0
SCARNA6,0
SCAF8,0
S100A8,0
SCAF4,0
SCRN3,0
SAT1,0
SASS6,0
SASH3,0
SASH1,0
SART3,0
S100A14,0
S100A13,0
S100A11,0
S100A16,0
SARS2,0
SARS,0
SAP30L,0
SAP30BP,0
SAP30,0
SEC14L1,0
SECTM1,0
SAT2,0
SATB1,0
SDR16C5,0
SCCPDH,0
SDR42E1,0
SDS,0
S100A9,0
SCYL1,0
S100A6,0
S100A4,0
S100A2,0
SCAF11,0
SCTR,0
SCAF1,0
SBNO2,0
SBNO1,0
SBF2,0
SBF1,0
SCUBE3,0
SBDSP1,0
SDK1,0
RBMS3,0
RYR1,0
PVR,0
PWP1,0
PVT1,0
PVRL4,0
PVRL3,0
PVRL2,0
PVRL1,0
PUS7L,0
PWWP2B,0
PUS3,0
PUS10,0
PURB,0
PURA,0
PUM2,0
PTTG1IP,0
PWWP2A,0
PXDN,0
QTRTD1,0
QKI,0
QSOX1,0
QSER1,0
QRSL1,0
QRICH1,0
QPCTL,0
QPCT,0
QDPR,0
PXK,0
QARS,0
PYROXD2,0
PYROXD1,0
PYCRL,0
PYCR2,0
PYCR1,0
PTS,0
PTRH2,0
PTRH1,0
PTOV1,0
PTPLAD2,0
PTPLAD1,0
PTPDC1,0
PTP4A3,0
PTP4A2,0
PTP4A1,0
PTN,0
PTPRS,0
PTMS,0
PTMA,0
PTK7,0
PTGR2,0
PTGFRN,0
PTER,0
PTPLB,0
PTPN12,0
PTPN13,0
PTPN14,0
PTPN18,0
PTPN21,0
PTPN22,0
PTPN23,0
PTPN4,0
PTPN7,0
PTPN9,0
PTPRA,0
PTPRD,0
PTPRE,0
PTPRG,0
PTPRN2,0
PTPRO,0
QSOX2,0
R3HCC1,0
RYK,0
RABL2A,0
RAI14,0
RAD54L2,0
RAD51L3-RFFL,0
RACGAP1,0
RABL3,0
RABL2B,0
RABIF,0
RALGAPA1,0
RABGGTB,0
RABGGTA,0
RABGEF1,0
RABGAP1L,0
RABGAP1,0
RABEPK,0
RAI2,0
RALGPS1,0
R3HDM1,0
RANBP9,0
RAPGEFL1,0
RAP2C,0
RAP2B,0
RAP2A,0
RAP1GDS1,0
RANGRF,0
RANBP6,0
RALGPS2,0
RANBP17,0
RANBP10,0
RAMP3,0
RAMP2,0
RAMP1,0
RALY,0
RABEP2,0
RABAC1,0
RAB9A,0
RAB23,0
RAB2A,0
RAB28,0
RAB27B,0
RAB27A,0
RAB25,0
RAB24,0
RAB21,0
RAB8B,0
RAB20,0
RAB18,0
RAB17,0
RAB15,0
RAB12,0
R3HDM2,0
RAB2B,0
RAB30,0
RAB32,0
RAB33B,0
RAB34,0
RAB36,0
RAB38,0
RAB3D,0
RAB3GAP1,0
RAB3GAP2,0
RAB3IL1,0
RAB3IP,0
RAB40B,0
RAB40C,0
RAB42,0
RAB4B-EGLN2,0
RAB6B,0
PTDSS2,0
PTDSS1,0
PTCH2,0
PPP1R8,0
PPP6R2,0
PPP4R1L,0
PPP4R1,0
PPP2R4,0
PPP1R9B,0
PPP1R9A,0
PPP1R7,0
PPTC7,0
PPP1R2,0
PPP1R16B,0
PPP1R16A,0
PPP1R15B,0
PPP1R14C,0
PPP1R14B,0
PPT1,0
PQLC1,0
PTCD3,0
PRDM15,0
PRELID2,0
PRELID1,0
PRDX4,0
PRDM6,0
PRDM5,0
PRDM2,0
PRDM11,0
PQLC2,0
PRDM10,0
PRDM1,0
PRCP,0
PRC1,0
PRAF2,0
PQLC3,0
PPP1R13L,0
PPP1R13B,0
PPOX,0
PPAPDC1B,0
PPFIBP2,0
PPFIBP1,0
PPFIA1,0
PPDPF,0
PPAT,0
PPAPDC2,0
PPAP2C,0
PPME1,0
PPAP2B,0
PPAP2A,0
PPAN-P2RY11,0
POU6F1,0
POU2AF1,0
POT1,0
PPHLN1,0
PPIB,0
PPIC,0
PPID,0
PPIEL,0
PPIF,0
PPIG,0
PPIL2,0
PPIL3,0
PPIL4,0
PPL,0
PPM1D,0
PPM1F,0
PPM1G,0
PPM1H,0
PPM1K,0
PPM1M,0
PRELP,0
PREP,0
PREPL,0
PRSS12,0
PRUNE,0
PRTFDC1,0
PRSS8,0
PRSS23,0
PRSS22,0
PRSS16,0
PRRX1,0
PRR5L,0
PRRT3,0
PRRG4,0
PRRG2,0
PRRG1,0
PRRC2C,0
PRRC2B,0
PRUNE2,0
PRX,0
PSAP,0
PSAT1,0
PSKH1,0
PSMG1,0
PSMG2,0
PSMG3,0
PSMG4,0
PSPC1,0
PSPH,0
PSRC1,0
PSTPIP2,0
PTAFR,0
PTAR1,0
PTBP2,0
PTCD2,0
PRRC1,0
PRR5-ARHGAP8,0
PREX1,0
PRKRIR,0
PRMT7,0
PRMT6,0
PRMT3,0
PRMT2,0
PRKY,0
PRKX,0
PRKCDBP,0
PRR5,0
PRKAG1,0
PRICKLE4,0
PRICKLE3,0
PRH2,0
PRH1-PRR4,0
PREX2,0
PRNP,0
PROCR,0
PRODH,0
PROM2,0
PROS1,0
PROSC,0
PRPF39,0
PRPF4B,0
PRPSAP1,0
PRPSAP2,0
PRR11,0
PRR12,0
PRR13,0
PRR14,0
PRR14L,0
PRR15L,0
PRR24,0
RAPH1,0
RARRES1,0
RARRES2,0
RNF38,0
RNLS,0
RNH1,0
RNFT1,0
RNF44,0
RNF43,0
RNF40,0
RNF32,0
RNPEP,0
RNF26,0
RNF24,0
RNF219,0
RNF215,0
RNF214,0
RNF207,0
RNMTL1,0
RNPEPL1,0
RIN3,0
RP9,0
RPF1,0
RPAP3,0
RPAP2,0
RPAP1,0
RPAIN,0
RP9P,0
RP2,0
RNU11,0
ROS1,0
ROR1,0
ROMO1,0
ROGDI,0
ROBO4,0
RNU12,0
RNF20,0
RNF187,0
RNF181,0
RMND5B,0
RND3,0
RNASET2,0
RNASEK,0
RNASE6,0
RNASE1,0
RMRP,0
RMND5A,0
RNF180,0
RMND1,0
RLF,0
RIT1,0
RIPK4,0
RIOK3,0
RINT1,0
RNF10,0
RNF11,0
RNF113A,0
RNF121,0
RNF122,0
RNF128,0
RNF13,0
RNF138P1,0
RNF141,0
RNF144A,0
RNF145,0
RNF149,0
RNF152,0
RNF166,0
RNF167,0
RNF169,0
RNF170,0
RPF2,0
RPGR,0
RPGRIP1L,0
RSPRY1,0
RTN1,0
RTKN2,0
RTEL1-TNFRSF6B,0
RSU1,0
RSRC2,0
RSRC1,0
RSPH3,0
RRP9,0
RSL1D1,0
RSF1,0
RSBN1L,0
RSBN1,0
RSAD2,0
RSAD1,0
RTN3,0
RTN4,0
RTN4IP1,0
RTP4,0
RTTN,0
RUFY2,0
RUFY3,0
RUNDC1,0
RUNX3,0
RUSC1,0
RUSC2,0
RUVBL2,0
RWDD1,0
RWDD2A,0
RWDD2B,0
RWDD4,0
RYBP,0
RRS1,0
RRP8,0
RPH3AL,0
RPRD1A,0
RPSAP58,0
RPS6KC1,0
RPS6KA4,0
RPS10P7,0
RPRD2,0
RPRD1B,0
RPPH1,0
RRP36,0
RPL7L1,0
RPL32P3,0
RPL23AP82,0
RPL23AP7,0
RPL23AP64,0
RPL23AP53,0
RPUSD1,0
RPUSD2,0
RPUSD3,0
RPUSD4,0
RQCD1,0
RRAD,0
RREB1,0
RRM1,0
RRM2,0
RRN3P1,0
RRN3P2,0
RRN3P3,0
RRNAD1,0
RRP1,0
RRP12,0
RRP15,0
RRP1B,0
RINL,0
RIN2,0
RARRES3,0
RBM47,0
SELK,0
RBMS2,0
RBMS1,0
RBM7,0
RBM6,0
RBM4B,0
RBM45,0
RBP1,0
RBM43,0
RBM42,0
RBM41,0
RBM4,0
RBM39,0
RBM38,0
RBMX2,0
RBP5,0
RIMS3,0
RCE1,0
RCSD1,0
RCOR3,0
RCOR1,0
RCN3,0
RCN2,0
RCN1,0
RCCD1,0
RBPJ,0
RCBTB2,0
RCBTB1,0
RCAN3,0
RC3H2,0
RC3H1,0
RBPMS,0
RBM34,0
RBM33,0
RBM3,0
RASL12,0
RASSF9,0
RASSF8,0
RASSF7,0
RASSF4,0
RASSF3,0
RASSF2,0
RASL11A,0
RBM27,0
RASIP1,0
RASGEF1B,0
RASEF,0
RASD1,0
RARS2,0
RARS,0
RAVER1,0
RAVER2,0
RB1CC1,0
RBAK,0
RBBP9,0
RBFA,0
RBFOX2,0
RBM10,0
RBM12B,0
RBM14,0
RBM14-RBM4,0
RBM15,0
RBM15B,0
RBM18,0
RBM19,0
RBM23,0
RBM26,0
RDH10,0
RDH11,0
RDH13,0
RGS19,0
RHBDF1,0
RHBDD3,0
RHBDD2,0
RHBDD1,0
RGS5,0
RGS2,0
RGS18,0
RGL3,0
RGS17,0
RGS16,0
RGS12,0
RGS10,0
RGS1,0
RGP1,0
RHBDF2,0
RHBDL2,0
RHOBTB1,0
RHOBTB2,0
RHOBTB3,0
RHOF,0
RHOJ,0
RHOT1,0
RHOT2,0
RHOU,0
RIC8A,0
RIC8B,0
RICTOR,0
RIF1,0
RILPL1,0
RILPL2,0
RIMKLB,0
RGL4,0
RGAG4,0
RDX,0
REEP5,0
REPS2,0
REPS1,0
REPIN1,0
RENBP,0
RELT,0
RELL1,0
REEP4,0
RFXAP,0
REEP3,0
RECQL5,0
RECQL4,0
RECQL,0
RECK,0
REC8,0
RER1,0
RERE,0
RERG,0
REST,0
RETSAT,0
REXO4,0
RFFL,0
RFK,0
RFT1,0
RFTN1,0
RFWD3,0
RFX1,0
RFX2,0
RFX3,0
RFX5,0
RFX7,0
RFXANK,0
SELENBP1,0
STARD5,0
SELL,0
VPS8,0
WARS2,0
WARS,0
WAPAL,0
WAC,0
VWA5A,0
VWA2,0
VWA1,0
VSTM2L,0
VSIG4,0
VSIG2,0
VSIG10,0
VRK3,0
VRK2,0
VRK1,0
VPS72,0
WDR54,0
VPS54,0
VPS53,0
VPS41,0
VPS39,0
VPS33B,0
VPS33A,0
VPS18,0
VPS13D,0
VPS13C,0
VPS13B,0
VPS13A,0
VPS11,0
VPRBP,0
VOPP1,0
WASH2P,0
WASH3P,0
WBP2,0
WBP5,0
WDR52,0
WDR5,0
WDR48,0
WDR47,0
WDR45,0
WDR44,0
WDR41,0
WDR37,0
WDR35,0
WDR31,0
WDR27,0
WDR26,0
WDR25,0
WDR24,0
WDR20,0
WDR19,0
WDR18,0
WDR13,0
WDR12,0
WDR11,0
WDR1,0
WDPCP,0
WDHD1,0
WDFY4,0
WDFY3,0
WDFY2,0
WDFY1,0
WBSCR22,0
WBSCR16,0
VNN2,0
VMP1,0
VMAC,0
USP53,0
USP49,0
USP48,0
USP47,0
USP46,0
USP42,0
USP40,0
USP38,0
USP37,0
USP36,0
USP35,0
USP34,0
USP33,0
USP32,0
USP31,0
USP30,0
USP3,0
USP28,0
USP27X,0
USP25,0
USP24,0
USP22,0
USP20,0
USP19,0
USP16,0
USP14,0
USP13,0
USP12,0
USP11,0
USMG5,0
USP5,0
USP54,0
VMA21,0
USP6NL,0
VLDLR,0
VKORC1L1,0
VKORC1,0
VIPR1,0
VIM,0
VILL,0
VGLL4,0
VGLL3,0
VEZT,0
VEZF1,0
VEPH1,0
VCPIP1,0
VCAN,0
VBP1,0
VAT1,0
VASN,0
VASH1,0
UXT,0
UXS1,0
UVRAG,0
UTY,0
UTRN,0
UTP3,0
UTP23,0
UTP20,0
UTP11L,0
UST,0
USPL1,0
USP9Y,0
WDR53,0
WDR55,0
ZC3HC1,0
ZBED4,0
ZBTB38,0
ZBTB37,0
ZBTB34,0
ZBTB33,0
ZBTB3,0
ZBTB26,0
ZBTB25,0
ZBTB24,0
ZBTB20,0
ZBTB2,0
ZBTB11,0
ZBTB10,0
ZBTB1,0
ZBED5,0
ZBED3,0
WDR59,0
ZAK,0
ZADH2,0
YY1AP1,0
YY1,0
YTHDF3,0
YTHDF2,0
YTHDF1,0
YTHDC2,0
YRDC,0
YPEL5,0
YPEL3,0
YPEL2,0
YPEL1,0
YME1L1,0
ZBTB39,0
ZBTB4,0
ZBTB40,0
ZBTB41,0
ZC3HAV1,0
ZC3H8,0
ZC3H7B,0
ZC3H7A,0
ZC3H6,0
ZC3H4,0
ZC3H3,0
ZC3H18,0
ZC3H15,0
ZC3H14,0
ZC3H13,0
ZC3H12D,0
ZC3H12C,0
ZC3H12A,0
ZC3H10,0
ZBTB8A,0
ZBTB7C,0
ZBTB7B,0
ZBTB7A,0
ZBTB6,0
ZBTB5,0
ZBTB49,0
ZBTB48,0
ZBTB47,0
ZBTB46,0
ZBTB45,0
ZBTB44,0
ZBTB43,0
ZBTB42,0
YLPM1,0
YIPF5,0
YIPF4,0
WRNIP1,0
WRAP53,0
WNK1,0
WLS,0
WIZ,0
WISP1,0
WIPI2,0
WIBG,0
WHSC1L1,0
WHAMM,0
WFDC2,0
WDYHV1,0
WDTC1,0
WDSUB1,0
WDR92,0
WDR91,0
WDR90,0
WDR89,0
WDR88,0
WDR81,0
WDR78,0
WDR76,0
WDR74,0
WDR73,0
WDR70,0
WDR7,0
WDR66,0
WDR60,0
WDR6,0
WDR5B,0
WRB,0
WSB2,0
YIPF3,0
WWC2,0
YIPF2,0
YIPF1,0
YIF1B,0
YEATS4,0
YEATS2,0
YDJC,0
YBEY,0
YARS2,0
YARS,0
YAF2,0
XYLT2,0
XYLT1,0
XYLB,0
XRRA1,0
XRCC6BP1,0
XPR1,0
XPO7,0
XPO6,0
XPO4,0
XPNPEP3,0
XPNPEP1,0
XKRX,0
XKR9,0
XKR8,0
XKR6,0
XAF1,0
WWP2,0
WWOX,0
WWC3,0
USF2,0
USF1,0
UROS,0
TSPAN1,0
TSPAN6,0
TSPAN5,0
TSPAN4,0
TSPAN33,0
TSPAN31,0
TSPAN3,0
TSPAN2,0
TSPAN18,0
TSPAN17,0
TSPAN15,0
TSPAN14,0
TSPAN13,0
TSPAN12,0
TSPAN11,0
TSNAX-DISC1,0
UROD,0
TSNAX,0
TSNARE1,0
TSN,0
TSKU,0
TSHZ3,0
TSHZ2,0
TSHZ1,0
TSGA10,0
TSFM,0
TSC22D4,0
TSC22D3,0
TSC22D2,0
TSC22D1,0
TRUB2,0
TSPAN7,0
TSPAN8,0
TSPAN9,0
TSPYL1,0
TTC30B,0
TTC30A,0
TTC3,0
TTC28-AS1,0
TTC28,0
TTC27,0
TTC26,0
TTC23,0
TTC22,0
TTC21B,0
TTC21A,0
TTC19,0
TTC17,0
TTC14,0
TTC13,0
TTC12,0
TTC1,0
TTBK2,0
TSTD2,0
TSTD1,0
TSTA3,0
TST,0
TSSK4,0
TSSC4,0
TSSC1,0
TSR2,0
TSR1,0
TSPYL5,0
TSPYL4,0
TRUB1,0
TRPT1,0
TRPS1,0
TRIM45,0
TRIM38,0
TRIM35,0
TRIM3,0
TRIM28,0
TRIM24,0
TRIM23,0
TRIM22,0
TRIM2,0
TRIM17,0
TRIM16L,0
TRIM16,0
TRIM14,0
TRIB2,0
TRIB1,0
TRIAP1,0
TRERF1,0
TREM1,0
TRAPPC8,0
TRAPPC2P1,0
TRAP1,0
TRANK1,0
TRAM2,0
TRAK2,0
TRAK1,0
TRAFD1,0
TRAF4,0
TRAF3IP3,0
TRAF3IP2,0
TRAF3IP1,0
TRIM44,0
TRIM47,0
TRPM7,0
TRIM5,0
TRPM4,0
TRPM2,0
TRPC6,0
TRPC4AP,0
TRPC1,0
TROVE2,0
TRNP1,0
TRNAU1AP,0
TRMU,0
TRMT61B,0
TRMT5,0
TRMT2B,0
TRMT2A,0
TRMT1L,0
TRMT12,0
TRIP6,0
TRIP4,0
TRIP13,0
TRIP11,0
TRIOBP,0
TRIO,0
TRIM8,0
TRIM68,0
TRIM66,0
TRIM65,0
TRIM62,0
TRIM6-TRIM34,0
TRIM59,0
TRIM52,0
TTC31,0
TTC32,0
TTC33,0
UEVLD,0
UCKL1,0
UCK2,0
UCK1,0
UCHL3,0
UCHL1,0
UBXN8,0
UBXN7,0
UBXN4,0
UBXN2B,0
UBXN2A,0
UBXN11,0
UBXN10,0
UBTD2,0
UBTD1,0
UBR7,0
UBR5,0
UBR3,0
UBP1,0
UBN2,0
UBN1,0
UBLCP1,0
UBL7,0
UBL5,0
UBL4A,0
UBL3,0
UBIAD1,0
UBFD1,0
UBE2T,0
UBE2Q2P1,0
UCP2,0
UFC1,0
UBASH3B,0
UFM1,0
URGCP-MRPS24,0
URGCP,0
URB2,0
URB1,0
UPRT,0
UPP1,0
UNK,0
UNC93B1,0
UNC5CL,0
UNC50,0
UNC45A,0
UNC13D,0
UNC13B,0
UNC119B,0
UNC119,0
UMPS,0
ULK4,0
ULK2,0
ULK1,0
UHRF2,0
UHRF1BP1L,0
UHRF1BP1,0
UHRF1,0
UHMK1,0
UGT8,0
UGP2,0
UGDH,0
UGCG,0
UFSP2,0
UBE2F-SCLY,0
UBAP2L,0
TTC37,0
TUFT1,0
TUBE1,0
TUBD1,0
TUB,0
TTYH3,0
TTYH2,0
TTPAL,0
TTN,0
TTLL7,0
TTLL5,0
TTLL4,0
TTLL3,0
TTLL12,0
TTLL11,0
TTLL1,0
TTL,0
TTK,0
TTI1,0
TTF2,0
TTC9C,0
TTC9,0
TTC8,0
TTC7B,0
TTC7A,0
TTC5,0
TTC3P1,0
TTC39C,0
TTC39B,0
TTC39A,0
TTC38,0
TUFM,0
TUG1,0
UBAP2,0
TULP3,0
UBAP1,0
UBAC2,0
UAP1L1,0
UAP1,0
UACA,0
TYW3,0
TYW1B,0
TYW1,0
TYSND1,0
TYRO3,0
TYMP,0
TXNRD3,0
TXNL4B,0
TXNL1,0
TXNDC9,0
TXNDC17,0
TXNDC16,0
TXNDC15,0
TXNDC12,0
TXNDC11,0
TXLNG,0
TXLNA,0
TWSG1,0
TWF2,0
TWF1,0
TUT1,0
TUSC2,0
TUSC1,0
TULP4,0
ZC3HAV1L,0
ZCCHC10,0
TPX2,0
ZNF589,0
ZNF610,0
ZNF609,0
ZNF608,0
ZNF607,0
ZNF606,0
ZNF605,0
ZNF600,0
ZNF598,0
ZNF597,0
ZNF596,0
ZNF595,0
ZNF594,0
ZNF593,0
ZNF592,0
ZNF587,0
ZNF675,0
ZNF586,0
ZNF585B,0
ZNF585A,0
ZNF584,0
ZNF583,0
ZNF581,0
ZNF580,0
ZNF579,0
ZNF577,0
ZNF576,0
ZNF574,0
ZNF573,0
ZNF571,0
ZNF570,0
ZNF611,0
ZNF613,0
ZNF614,0
ZNF615,0
ZNF672,0
ZNF671,0
ZNF670,0
ZNF669,0
ZNF668,0
ZNF664,0
ZNF662,0
ZNF658,0
ZNF655,0
ZNF654,0
ZNF652,0
ZNF646,0
ZNF644,0
ZNF641,0
ZNF639,0
ZNF638,0
ZNF630,0
ZNF629,0
ZNF627,0
ZNF626,0
ZNF625-ZNF20,0
ZNF624,0
ZNF623,0
ZNF622,0
ZNF621,0
ZNF620,0
ZNF619,0
ZNF618,0
ZNF616,0
ZNF57,0
ZNF569,0
ZNF568,0
ZNF518A,0
ZNF516,0
ZNF514,0
ZNF513,0
ZNF512B,0
ZNF512,0
ZNF511,0
ZNF510,0
ZNF507,0
ZNF506,0
ZNF503,0
ZNF502,0
ZNF501,0
ZNF500,0
ZNF496,0
ZNF493,0
ZNF490,0
ZNF486,0
ZNF485,0
ZNF484,0
ZNF483,0
ZNF480,0
ZNF48,0
ZNF471,0
ZNF470,0
ZNF468,0
ZNF462,0
ZNF461,0
ZNF460,0
ZNF451,0
ZNF517,0
ZNF518B,0
ZNF567,0
ZNF519,0
ZNF566,0
ZNF565,0
ZNF564,0
ZNF563,0
ZNF562,0
ZNF561,0
ZNF559-ZNF177,0
ZNF558,0
ZNF557,0
ZNF555,0
ZNF554,0
ZNF552,0
ZNF551,0
ZNF550,0
ZNF549,0
ZNF548,0
ZNF546,0
ZNF544,0
ZNF543,0
ZNF540,0
ZNF532,0
ZNF530,0
ZNF529,0
ZNF528,0
ZNF527,0
ZNF526,0
ZNF525,0
ZNF524,0
ZNF521,0
ZNF674,0
ZNF678,0
ZCCHC11,0
ZNF829,0
ZNF880,0
ZNF879,0
ZNF865,0
ZNF862,0
ZNF860,0
ZNF850,0
ZNF85,0
ZNF846,0
ZNF845,0
ZNF844,0
ZNF841,0
ZNF839,0
ZNF836,0
ZNF83,0
ZNF827,0
ZNF680,0
ZNF823,0
ZNF821,0
ZNF816,0
ZNF814,0
ZNF813,0
ZNF81,0
ZNF808,0
ZNF805,0
ZNF800,0
ZNF8,0
ZNF799,0
ZNF793,0
ZNF792,0
ZNF791,0
ZNF91,0
ZNF92,0
ZNF93,0
ZNFX1,0
ZZEF1,0
ZYG11B,0
ZXDC,0
ZXDB,0
ZXDA,0
ZUFSP,0
ZSWIM7,0
ZSWIM6,0
ZSWIM5,0
ZSWIM4,0
ZSWIM3,0
ZSWIM1,0
ZSCAN30,0
ZSCAN29,0
ZSCAN22,0
ZSCAN21,0
ZSCAN20,0
ZSCAN2,0
ZSCAN18,0
ZSCAN16,0
ZSCAN12,0
ZRANB3,0
ZRANB2,0
ZRANB1,0
ZP3,0
ZNRF3,0
ZNHIT6,0
ZNHIT3,0
ZNHIT1,0
ZNF790,0
ZNF79,0
ZNF789,0
ZNF721,0
ZNF718,0
ZNF717,0
ZNF714,0
ZNF713,0
ZNF711,0
ZNF710,0
ZNF71,0
ZNF709,0
ZNF708,0
ZNF707,0
ZNF706,0
ZNF704,0
ZNF703,0
ZNF701,0
ZNF700,0
ZNF70,0
ZNF7,0
ZNF699,0
ZNF697,0
ZNF696,0
ZNF692,0
ZNF691,0
ZNF69,0
ZNF689,0
ZNF688,0
ZNF687,0
ZNF684,0
ZNF682,0
ZNF681,0
ZNF720,0
ZNF736,0
ZNF787,0
ZNF737,0
ZNF786,0
ZNF785,0
ZNF784,0
ZNF783,0
ZNF782,0
ZNF780B,0
ZNF780A,0
ZNF778,0
ZNF777,0
ZNF776,0
ZNF773,0
ZNF772,0
ZNF770,0
ZNF77,0
ZNF768,0
ZNF766,0
ZNF765,0
ZNF764,0
ZNF761,0
ZNF76,0
ZNF75D,0
ZNF75A,0
ZNF750,0
ZNF749,0
ZNF747,0
ZNF746,0
ZNF740,0
ZNF74,0
ZNF738,0
ZNF45,0
ZNF449,0
ZNF446,0
ZMIZ1,0
ZNF101,0
ZNF100,0
ZNF10,0
ZMYND8,0
ZMYND19,0
ZMYND11,0
ZMYM6,0
ZMYM5,0
ZMYM4,0
ZMYM3,0
ZMYM2,0
ZMYM1,0
ZMPSTE24,0
ZMIZ2,0
ZMAT3,0
ZNF445,0
ZMAT1,0
ZKSCAN5,0
ZKSCAN4,0
ZKSCAN3,0
ZKSCAN2,0
ZKSCAN1,0
ZIK1,0
ZHX3,0
ZHX2,0
ZHX1,0
ZGPAT,0
ZFYVE28,0
ZFYVE26,0
ZFYVE21,0
ZNF107,0
ZNF117,0
ZNF12,0
ZNF121,0
ZNF185,0
ZNF184,0
ZNF182,0
ZNF181,0
ZNF180,0
ZNF18,0
ZNF175,0
ZNF174,0
ZNF17,0
ZNF169,0
ZNF165,0
ZNF160,0
ZNF16,0
ZNF155,0
ZNF154,0
ZNF148,0
ZNF146,0
ZNF142,0
ZNF141,0
ZNF140,0
ZNF14,0
ZNF138,0
ZNF137P,0
ZNF136,0
ZNF134,0
ZNF133,0
ZNF132,0
ZNF131,0
ZNF124,0
ZFYVE20,0
ZFYVE19,0
ZFYVE1,0
ZDHHC9,0
ZDHHC7,0
ZDHHC6,0
ZDHHC5,0
ZDHHC4,0
ZDHHC3,0
ZDHHC24,0
ZDHHC23,0
ZDHHC21,0
ZDHHC20,0
ZDHHC2,0
ZDHHC18,0
ZDHHC17,0
ZDHHC16,0
ZDHHC14,0
ZDHHC13,0
ZDHHC12,0
ZDHHC11,0
ZDHHC1,0
ZDBF2,0
ZCCHC9,0
ZCCHC8,0
ZCCHC7,0
ZCCHC6,0
ZCCHC4,0
ZCCHC3,0
ZCCHC24,0
ZCCHC2,0
ZCCHC17,0
ZCCHC14,0
ZDHHC8,0
ZEB1,0
ZFY,0
ZEB2,0
ZFX,0
ZFR,0
ZFPM2,0
ZFPM1,0
ZFPL1,0
ZFP91-CNTF,0
ZFP91,0
ZFP90,0
ZFP82,0
ZFP64,0
ZFP62,0
ZFP41,0
ZFP36L2,0
ZFP36L1,0
ZFP30,0
ZFP3,0
ZFP28,0
ZFP14,0
ZFP1,0
ZFHX3,0
ZFC3H1,0
ZFAT,0
ZFAND6,0
ZFAND5,0
ZFAND3,0
ZFAND2B,0
ZFAND2A,0
ZFAND1,0
ZER1,0
ZNF189,0
ZNF19,0
ZNF195,0
ZNF385B,0
ZNF384,0
ZNF383,0
ZNF37BP,0
ZNF37A,0
ZNF367,0
ZNF362,0
ZNF358,0
ZNF354C,0
ZNF354B,0
ZNF354A,0
ZNF350,0
ZNF35,0
ZNF347,0
ZNF346,0
ZNF345,0
ZNF343,0
ZNF341,0
ZNF34,0
ZNF33B,0
ZNF33A,0
ZNF337,0
ZNF335,0
ZNF334,0
ZNF333,0
ZNF331,0
ZNF330,0
ZNF329,0
ZNF326,0
ZNF324B,0
ZNF385A,0
ZNF391,0
ZNF320,0
ZNF394,0
ZNF444,0
ZNF443,0
ZNF441,0
ZNF440,0
ZNF44,0
ZNF438,0
ZNF436,0
ZNF433,0
ZNF432,0
ZNF431,0
ZNF430,0
ZNF43,0
ZNF429,0
ZNF428,0
ZNF426,0
ZNF420,0
ZNF419,0
ZNF418,0
ZNF417,0
ZNF416,0
ZNF415,0
ZNF410,0
ZNF41,0
ZNF408,0
ZNF407,0
ZNF398,0
ZNF397,0
ZNF396,0
ZNF395,0
ZNF324,0
ZNF32,0
ZNF197,0
ZNF251,0
ZNF25,0
ZNF248,0
ZNF24,0
ZNF239,0
ZNF236,0
ZNF235,0
ZNF234,0
ZNF233,0
ZNF232,0
ZNF230,0
ZNF23,0
ZNF227,0
ZNF226,0
ZNF225,0
ZNF224,0
ZNF223,0
ZNF221,0
ZNF22,0
ZNF219,0
ZNF217,0
ZNF213,0
ZNF212,0
ZNF211,0
ZNF207,0
ZNF205,0
ZNF204P,0
ZNF202,0
ZNF200,0
ZNF2,0
ZNF250,0
ZNF253,0
ZNF319,0
ZNF254,0
ZNF318,0
ZNF317,0
ZNF304,0
ZNF302,0
ZNF300,0
ZNF30,0
ZNF3,0
ZNF292,0
ZNF287,0
ZNF286A,0
ZNF284,0
ZNF283,0
ZNF282,0
ZNF281,0
ZNF280D,0
ZNF280C,0
ZNF28,0
ZNF277,0
ZNF276,0
ZNF275,0
ZNF273,0
ZNF271,0
ZNF268,0
ZNF267,0
ZNF266,0
ZNF264,0
ZNF263,0
ZNF260,0
ZNF256,0
TRABD,0
TPT1,0
SELM,0
SNTB1,0
SNX25,0
SNX24,0
SNX22,0
SNX21,0
SNX20,0
SNX19,0
SNX18,0
SNX17,0
SNX16,0
SNX14,0
