,col_name,feature_importance_vals
3842,GORASP2,0.00028376496932021555
7705,RAF1,0.00028325584818538537
1659,CDC42,0.0002817498231427005
5378,MAP2K1,0.00028097311199487123
8156,RPS14,0.0002783812449269345
79,ACAA1,0.0002775080953142606
3993,GUCY1A3,0.00027730885816503397
93,ACAT1,0.0002765915897174846
5961,MYH10,0.0002763341776942015
6910,PI4K2A,0.0002760488762633009
4176,HIST1H3C,0.0002751401562608617
7481,PSME1,0.00027277592770797826
7449,PSMA4,0.0002722409229660955
9435,TAB1,0.0002716187681336088
9538,TBL1X,0.0002712718800397012
1689,CDK1,0.0002701977421705893
8263,RXRA,0.0002701378097456724
7145,POLD3,0.0002700554310509828
3595,GAB1,0.00026823701067596716
6451,NUP37,0.00026790215159123293
315,ALDH1B1,0.00026786936113291167
7886,RFC1,0.0002674817220884926
2166,CRKL,0.00026740398265806455
2151,CREBBP,0.00026712439598843327
4187,HIST1H4E,0.0002667889135549418
7026,PLCG2,0.0002665161442004879
2870,EIF2AK4,0.000263698343340698
7296,PPP3CC,0.00026275213143050607
7785,RBBP5,0.0002603728673908388
8881,SLIT3,0.00025822141438184713
6959,PIKFYVE,0.0002576594295624965
135,ACTB,0.0002565448846256074
8162,RPS2,0.00025521024444007985
8190,RPS9,0.00025471562951399673
136,ACTG1,0.0002535954539850466
6915,PI4KB,0.00025293959245118456
7477,PSMD6,0.00025269434113922145
9064,SOS1,0.0002512072042796157
4647,ITPR3,0.0002511443859965037
383,ANAPC2,0.00024727100496175597
7474,PSMD3,0.0002468445400294373
6458,NUP88,0.00024516010938756294
7726,RANBP2,0.00024463779351085926
2149,CREB3L4,0.0002423830851757185
10762,XIAP,0.000242286745576446
7140,POLA1,0.00024118400269547744
7887,RFC2,0.00024080261543286515
9452,TAF13,0.00023912710634546713
872,BAD,0.0002381898275294029
6442,NUP133,0.00023746009931073785
4191,HIST2H2AC,0.0002370648883299964
4179,HIST1H3G,0.00023601815514797845
7453,PSMB1,0.00023598970565916926
4174,HIST1H3A,0.00023380104107673105
8096,RPL17,0.00023157437626563339
660,ARPC5,0.0002309144840667935
8164,RPS21,0.00023066462003253736
6215,NFKBIA,0.00023052786183807956
